File,2.csv,
1527.174720,2.0540E-004,1527.174720,1.1950E-004,1527.174720,7.2890E-005,1527.174720,4.6580E-005,1527.174720,2.8179E000
1527.191200,2.0530E-004,1527.191200,1.1950E-004,1527.191200,7.3050E-005,1527.191200,4.6440E-005,1527.191200,2.8104E000
1527.207680,2.0530E-004,1527.207680,1.1910E-004,1527.207680,7.3030E-005,1527.207680,4.6540E-005,1527.207680,2.8112E000
1527.224160,2.0470E-004,1527.224160,1.1910E-004,1527.224160,7.2770E-005,1527.224160,4.6400E-005,1527.224160,2.8130E000
1527.240640,2.0490E-004,1527.240640,1.1890E-004,1527.240640,7.2970E-005,1527.240640,4.6270E-005,1527.240640,2.8080E000
1527.257120,2.0470E-004,1527.257120,1.1890E-004,1527.257120,7.2810E-005,1527.257120,4.6420E-005,1527.257120,2.8114E000
1527.273600,2.0470E-004,1527.273600,1.1910E-004,1527.273600,7.2850E-005,1527.273600,4.6400E-005,1527.273600,2.8099E000
1527.290080,2.0490E-004,1527.290080,1.1900E-004,1527.290080,7.2890E-005,1527.290080,4.6340E-005,1527.290080,2.8111E000
1527.306560,2.0450E-004,1527.306560,1.1910E-004,1527.306560,7.2990E-005,1527.306560,4.6380E-005,1527.306560,2.8018E000
1527.323040,2.0530E-004,1527.323040,1.1910E-004,1527.323040,7.3090E-005,1527.323040,4.6420E-005,1527.323040,2.8089E000
1527.339520,2.0540E-004,1527.339520,1.1930E-004,1527.339520,7.3180E-005,1527.339520,4.6540E-005,1527.339520,2.8068E000
1527.356000,2.0530E-004,1527.356000,1.1930E-004,1527.356000,7.3440E-005,1527.356000,4.6520E-005,1527.356000,2.7955E000
1527.372480,2.0530E-004,1527.372480,1.1960E-004,1527.372480,7.3320E-005,1527.372480,4.6440E-005,1527.372480,2.8001E000
1527.388960,2.0560E-004,1527.388960,1.1940E-004,1527.388960,7.3560E-005,1527.388960,4.6440E-005,1527.388960,2.7950E000
1527.405440,2.0540E-004,1527.405440,1.1950E-004,1527.405440,7.3580E-005,1527.405440,4.6440E-005,1527.405440,2.7915E000
1527.421920,2.0540E-004,1527.421920,1.1950E-004,1527.421920,7.3610E-005,1527.421920,4.6520E-005,1527.421920,2.7904E000
1527.438400,2.0580E-004,1527.438400,1.1940E-004,1527.438400,7.3420E-005,1527.438400,4.6520E-005,1527.438400,2.8031E000
1527.454880,2.0560E-004,1527.454880,1.1940E-004,1527.454880,7.3610E-005,1527.454880,4.6500E-005,1527.454880,2.7931E000
1527.471360,2.0560E-004,1527.471360,1.1920E-004,1527.471360,7.3320E-005,1527.471360,4.6560E-005,1527.471360,2.8041E000
1527.487840,2.0540E-004,1527.487840,1.1960E-004,1527.487840,7.3650E-005,1527.487840,4.6500E-005,1527.487840,2.7889E000
1527.504320,2.0540E-004,1527.504320,1.1930E-004,1527.504320,7.3580E-005,1527.504320,4.6360E-005,1527.504320,2.7915E000
1527.520800,2.0540E-004,1527.520800,1.1930E-004,1527.520800,7.3540E-005,1527.520800,4.6560E-005,1527.520800,2.7930E000
1527.537280,2.0560E-004,1527.537280,1.1920E-004,1527.537280,7.3580E-005,1527.537280,4.6500E-005,1527.537280,2.7942E000
1527.553760,2.0540E-004,1527.553760,1.1940E-004,1527.553760,7.3400E-005,1527.553760,4.6420E-005,1527.553760,2.7984E000
1527.570240,2.0580E-004,1527.570240,1.1940E-004,1527.570240,7.3610E-005,1527.570240,4.6540E-005,1527.570240,2.7958E000
1527.586720,2.0540E-004,1527.586720,1.1940E-004,1527.586720,7.3750E-005,1527.586720,4.6440E-005,1527.586720,2.7851E000
1527.603200,2.0540E-004,1527.603200,1.1940E-004,1527.603200,7.3730E-005,1527.603200,4.6520E-005,1527.603200,2.7858E000
1527.619680,2.0540E-004,1527.619680,1.1980E-004,1527.619680,7.3950E-005,1527.619680,4.6560E-005,1527.619680,2.7776E000
1527.636160,2.0620E-004,1527.636160,1.1940E-004,1527.636160,7.3970E-005,1527.636160,4.6640E-005,1527.636160,2.7876E000
1527.652640,2.0640E-004,1527.652640,1.1970E-004,1527.652640,7.4120E-005,1527.652640,4.6620E-005,1527.652640,2.7847E000
1527.669120,2.0620E-004,1527.669120,1.1980E-004,1527.669120,7.3950E-005,1527.669120,4.6520E-005,1527.669120,2.7884E000
1527.685600,2.0620E-004,1527.685600,1.1980E-004,1527.685600,7.4050E-005,1527.685600,4.6560E-005,1527.685600,2.7846E000
1527.702080,2.0620E-004,1527.702080,1.1990E-004,1527.702080,7.4220E-005,1527.702080,4.6400E-005,1527.702080,2.7782E000
1527.718560,2.0600E-004,1527.718560,1.1980E-004,1527.718560,7.4180E-005,1527.718560,4.6420E-005,1527.718560,2.7770E000
1527.735040,2.0600E-004,1527.735040,1.1970E-004,1527.735040,7.4030E-005,1527.735040,4.6700E-005,1527.735040,2.7827E000
1527.751520,2.0620E-004,1527.751520,1.1970E-004,1527.751520,7.4180E-005,1527.751520,4.6620E-005,1527.751520,2.7797E000
1527.768000,2.0600E-004,1527.768000,1.1980E-004,1527.768000,7.4140E-005,1527.768000,4.6360E-005,1527.768000,2.7785E000
1527.784480,2.0580E-004,1527.784480,1.1970E-004,1527.784480,7.4100E-005,1527.784480,4.6330E-005,1527.784480,2.7773E000
1527.800960,2.0600E-004,1527.800960,1.1970E-004,1527.800960,7.4220E-005,1527.800960,4.6270E-005,1527.800960,2.7755E000
1527.817440,2.0580E-004,1527.817440,1.1960E-004,1527.817440,7.4340E-005,1527.817440,4.6460E-005,1527.817440,2.7684E000
1527.833920,2.0580E-004,1527.833920,1.1970E-004,1527.833920,7.4120E-005,1527.833920,4.6230E-005,1527.833920,2.7766E000
1527.850400,2.0580E-004,1527.850400,1.1960E-004,1527.850400,7.4300E-005,1527.850400,4.6250E-005,1527.850400,2.7699E000
1527.866880,2.0580E-004,1527.866880,1.1960E-004,1527.866880,7.4200E-005,1527.866880,4.6340E-005,1527.866880,2.7736E000
1527.883360,2.0620E-004,1527.883360,1.1990E-004,1527.883360,7.4400E-005,1527.883360,4.6250E-005,1527.883360,2.7715E000
1527.899840,2.0620E-004,1527.899840,1.1990E-004,1527.899840,7.4520E-005,1527.899840,4.6250E-005,1527.899840,2.7670E000
1527.916320,2.0600E-004,1527.916320,1.1990E-004,1527.916320,7.4380E-005,1527.916320,4.6170E-005,1527.916320,2.7696E000
1527.932800,2.0680E-004,1527.932800,1.2020E-004,1527.932800,7.4500E-005,1527.932800,4.6310E-005,1527.932800,2.7758E000
1527.949280,2.0700E-004,1527.949280,1.2010E-004,1527.949280,7.4670E-005,1527.949280,4.6330E-005,1527.949280,2.7722E000
1527.965760,2.0640E-004,1527.965760,1.2010E-004,1527.965760,7.4610E-005,1527.965760,4.6210E-005,1527.965760,2.7664E000
1527.982240,2.0640E-004,1527.982240,1.2020E-004,1527.982240,7.4670E-005,1527.982240,4.6340E-005,1527.982240,2.7642E000
1527.998720,2.0660E-004,1527.998720,1.2000E-004,1527.998720,7.4710E-005,1527.998720,4.6250E-005,1527.998720,2.7654E000
1528.015200,2.0660E-004,1528.015200,1.2010E-004,1528.015200,7.4550E-005,1528.015200,4.6230E-005,1528.015200,2.7713E000
1528.031680,2.0640E-004,1528.031680,1.1970E-004,1528.031680,7.4810E-005,1528.031680,4.6250E-005,1528.031680,2.7590E000
1528.048160,2.0600E-004,1528.048160,1.2000E-004,1528.048160,7.4520E-005,1528.048160,4.6230E-005,1528.048160,2.7644E000
1528.064640,2.0600E-004,1528.064640,1.1980E-004,1528.064640,7.4670E-005,1528.064640,4.5990E-005,1528.064640,2.7588E000
1528.081120,2.0660E-004,1528.081120,1.2000E-004,1528.081120,7.4790E-005,1528.081120,4.6090E-005,1528.081120,2.7624E000
1528.097600,2.0620E-004,1528.097600,1.2000E-004,1528.097600,7.4730E-005,1528.097600,4.6090E-005,1528.097600,2.7593E000
1528.114080,2.0660E-004,1528.114080,1.1980E-004,1528.114080,7.4930E-005,1528.114080,4.6070E-005,1528.114080,2.7572E000
1528.130560,2.0660E-004,1528.130560,1.2000E-004,1528.130560,7.4970E-005,1528.130560,4.6250E-005,1528.130560,2.7558E000
1528.147040,2.0680E-004,1528.147040,1.2020E-004,1528.147040,7.5120E-005,1528.147040,4.6070E-005,1528.147040,2.7529E000
1528.163520,2.0700E-004,1528.163520,1.2040E-004,1528.163520,7.5010E-005,1528.163520,4.6030E-005,1528.163520,2.7596E000
1528.180000,2.0680E-004,1528.180000,1.2030E-004,1528.180000,7.5010E-005,1528.180000,4.6270E-005,1528.180000,2.7570E000
1528.196480,2.0740E-004,1528.196480,1.2030E-004,1528.196480,7.5280E-005,1528.196480,4.6130E-005,1528.196480,2.7550E000
1528.212960,2.0760E-004,1528.212960,1.2050E-004,1528.212960,7.5020E-005,1528.212960,4.6150E-005,1528.212960,2.7673E000
1528.229440,2.0710E-004,1528.229440,1.2060E-004,1528.229440,7.5180E-005,1528.229440,4.6070E-005,1528.229440,2.7547E000
1528.245920,2.0730E-004,1528.245920,1.2020E-004,1528.245920,7.5140E-005,1528.245920,4.5950E-005,1528.245920,2.7589E000
1528.262400,2.0690E-004,1528.262400,1.1990E-004,1528.262400,7.5030E-005,1528.262400,4.5910E-005,1528.262400,2.7576E000
1528.278880,2.0670E-004,1528.278880,1.2020E-004,1528.278880,7.5050E-005,1528.278880,4.5770E-005,1528.278880,2.7542E000
1528.295360,2.0650E-004,1528.295360,1.2000E-004,1528.295360,7.5120E-005,1528.295360,4.5950E-005,1528.295360,2.7489E000
1528.311840,2.0650E-004,1528.311840,1.2000E-004,1528.311840,7.5240E-005,1528.311840,4.5680E-005,1528.311840,2.7446E000
1528.328320,2.0730E-004,1528.328320,1.1980E-004,1528.328320,7.5280E-005,1528.328320,4.5990E-005,1528.328320,2.7537E000
1528.344800,2.0690E-004,1528.344800,1.2020E-004,1528.344800,7.5120E-005,1528.344800,4.5850E-005,1528.344800,2.7543E000
1528.361280,2.0710E-004,1528.361280,1.2040E-004,1528.361280,7.5360E-005,1528.361280,4.5990E-005,1528.361280,2.7481E000
1528.377760,2.0730E-004,1528.377760,1.2030E-004,1528.377760,7.5280E-005,1528.377760,4.5970E-005,1528.377760,2.7537E000
1528.394240,2.0730E-004,1528.394240,1.2040E-004,1528.394240,7.5530E-005,1528.394240,4.5850E-005,1528.394240,2.7446E000
1528.410720,2.0750E-004,1528.410720,1.2060E-004,1528.410720,7.5530E-005,1528.410720,4.5950E-005,1528.410720,2.7473E000
1528.427200,2.0750E-004,1528.427200,1.2090E-004,1528.427200,7.5670E-005,1528.427200,4.5950E-005,1528.427200,2.7422E000
1528.443680,2.0770E-004,1528.443680,1.2070E-004,1528.443680,7.5650E-005,1528.443680,4.6070E-005,1528.443680,2.7455E000
1528.460160,2.0730E-004,1528.460160,1.2060E-004,1528.460160,7.5500E-005,1528.460160,4.5910E-005,1528.460160,2.7457E000
1528.476640,2.0780E-004,1528.476640,1.2060E-004,1528.476640,7.5830E-005,1528.476640,4.5870E-005,1528.476640,2.7403E000
1528.493120,2.0720E-004,1528.493120,1.2060E-004,1528.493120,7.5610E-005,1528.493120,4.5800E-005,1528.493120,2.7404E000
1528.509600,2.0760E-004,1528.509600,1.2060E-004,1528.509600,7.5690E-005,1528.509600,4.5820E-005,1528.509600,2.7428E000
1528.526080,2.0740E-004,1528.526080,1.2040E-004,1528.526080,7.5420E-005,1528.526080,4.5820E-005,1528.526080,2.7499E000
1528.542560,2.0720E-004,1528.542560,1.2010E-004,1528.542560,7.5460E-005,1528.542560,4.5700E-005,1528.542560,2.7458E000
1528.559040,2.0700E-004,1528.559040,1.2040E-004,1528.559040,7.5590E-005,1528.559040,4.5600E-005,1528.559040,2.7385E000
1528.575520,2.0720E-004,1528.575520,1.2040E-004,1528.575520,7.5590E-005,1528.575520,4.5600E-005,1528.575520,2.7411E000
1528.592000,2.0740E-004,1528.592000,1.2030E-004,1528.592000,7.5750E-005,1528.592000,4.5600E-005,1528.592000,2.7380E000
1528.608480,2.0740E-004,1528.608480,1.2040E-004,1528.608480,7.5650E-005,1528.608480,4.5680E-005,1528.608480,2.7416E000
1528.624960,2.0740E-004,1528.624960,1.2060E-004,1528.624960,7.5870E-005,1528.624960,4.5700E-005,1528.624960,2.7336E000
1528.641440,2.0760E-004,1528.641440,1.2100E-004,1528.641440,7.5970E-005,1528.641440,4.5640E-005,1528.641440,2.7327E000
1528.657920,2.0780E-004,1528.657920,1.2080E-004,1528.657920,7.6020E-005,1528.657920,4.5700E-005,1528.657920,2.7335E000
1528.674400,2.0800E-004,1528.674400,1.2090E-004,1528.674400,7.6100E-005,1528.674400,4.5700E-005,1528.674400,2.7332E000
1528.690880,2.0840E-004,1528.690880,1.2120E-004,1528.690880,7.6020E-005,1528.690880,4.5820E-005,1528.690880,2.7414E000
1528.707360,2.0860E-004,1528.707360,1.2120E-004,1528.707360,7.6100E-005,1528.707360,4.5700E-005,1528.707360,2.7411E000
1528.723840,2.0820E-004,1528.723840,1.2070E-004,1528.723840,7.6060E-005,1528.723840,4.5660E-005,1528.723840,2.7373E000
1528.740320,2.0860E-004,1528.740320,1.2080E-004,1528.740320,7.6060E-005,1528.740320,4.5600E-005,1528.740320,2.7426E000
1528.756800,2.0780E-004,1528.756800,1.2080E-004,1528.756800,7.6080E-005,1528.756800,4.5540E-005,1528.756800,2.7313E000
1528.773280,2.0780E-004,1528.773280,1.2050E-004,1528.773280,7.6040E-005,1528.773280,4.5440E-005,1528.773280,2.7328E000
1528.789760,2.0760E-004,1528.789760,1.2080E-004,1528.789760,7.5850E-005,1528.789760,4.5390E-005,1528.789760,2.7370E000
1528.806240,2.0740E-004,1528.806240,1.2040E-004,1528.806240,7.6100E-005,1528.806240,4.5460E-005,1528.806240,2.7254E000
1528.822720,2.0800E-004,1528.822720,1.2070E-004,1528.822720,7.6060E-005,1528.822720,4.5370E-005,1528.822720,2.7347E000
1528.839200,2.0800E-004,1528.839200,1.2050E-004,1528.839200,7.6120E-005,1528.839200,4.5350E-005,1528.839200,2.7325E000
1528.855680,2.0800E-004,1528.855680,1.2090E-004,1528.855680,7.6240E-005,1528.855680,4.5400E-005,1528.855680,2.7282E000
1528.872160,2.0820E-004,1528.872160,1.2080E-004,1528.872160,7.6420E-005,1528.872160,4.5440E-005,1528.872160,2.7244E000
1528.888640,2.0800E-004,1528.888640,1.2100E-004,1528.888640,7.6240E-005,1528.888640,4.5480E-005,1528.888640,2.7282E000
1528.905120,2.0860E-004,1528.905120,1.2120E-004,1528.905120,7.6340E-005,1528.905120,4.5400E-005,1528.905120,2.7325E000
1528.921600,2.0840E-004,1528.921600,1.2120E-004,1528.921600,7.6490E-005,1528.921600,4.5400E-005,1528.921600,2.7245E000
1528.938080,2.0860E-004,1528.938080,1.2110E-004,1528.938080,7.6510E-005,1528.938080,4.5480E-005,1528.938080,2.7264E000
1528.954560,2.0900E-004,1528.954560,1.2120E-004,1528.954560,7.6440E-005,1528.954560,4.5370E-005,1528.954560,2.7342E000
1528.971040,2.0860E-004,1528.971040,1.2110E-004,1528.971040,7.6550E-005,1528.971040,4.5480E-005,1528.971040,2.7250E000
1528.987520,2.0840E-004,1528.987520,1.2120E-004,1528.987520,7.6420E-005,1528.987520,4.5350E-005,1528.987520,2.7270E000
1529.004000,2.0800E-004,1529.004000,1.2110E-004,1529.004000,7.6340E-005,1529.004000,4.5230E-005,1529.004000,2.7247E000
1529.020480,2.0840E-004,1529.020480,1.2090E-004,1529.020480,7.6420E-005,1529.020480,4.5170E-005,1529.020480,2.7270E000
1529.036960,2.0820E-004,1529.036960,1.2080E-004,1529.036960,7.6360E-005,1529.036960,4.5150E-005,1529.036960,2.7266E000
1529.053440,2.0800E-004,1529.053440,1.2120E-004,1529.053440,7.6240E-005,1529.053440,4.5110E-005,1529.053440,2.7282E000
1529.069920,2.0820E-004,1529.069920,1.2100E-004,1529.069920,7.6320E-005,1529.069920,4.5090E-005,1529.069920,2.7280E000
1529.086400,2.0840E-004,1529.086400,1.2120E-004,1529.086400,7.6550E-005,1529.086400,4.5050E-005,1529.086400,2.7224E000
1529.102880,2.0850E-004,1529.102880,1.2120E-004,1529.102880,7.6570E-005,1529.102880,4.5190E-005,1529.102880,2.7230E000
1529.119360,2.0910E-004,1529.119360,1.2150E-004,1529.119360,7.6360E-005,1529.119360,4.5040E-005,1529.119360,2.7383E000
1529.135840,2.0930E-004,1529.135840,1.2150E-004,1529.135840,7.6770E-005,1529.135840,4.5130E-005,1529.135840,2.7263E000
1529.152320,2.0890E-004,1529.152320,1.2160E-004,1529.152320,7.6810E-005,1529.152320,4.4940E-005,1529.152320,2.7197E000
1529.168800,2.0910E-004,1529.168800,1.2150E-004,1529.168800,7.6730E-005,1529.168800,4.5080E-005,1529.168800,2.7251E000
1529.185280,2.0890E-004,1529.185280,1.2140E-004,1529.185280,7.6790E-005,1529.185280,4.5000E-005,1529.185280,2.7204E000
1529.201760,2.0910E-004,1529.201760,1.2150E-004,1529.201760,7.6670E-005,1529.201760,4.4980E-005,1529.201760,2.7273E000
1529.218240,2.0910E-004,1529.218240,1.2140E-004,1529.218240,7.7040E-005,1529.218240,4.5000E-005,1529.218240,2.7142E000
1529.234720,2.0930E-004,1529.234720,1.2170E-004,1529.234720,7.6850E-005,1529.234720,4.4980E-005,1529.234720,2.7235E000
1529.251200,2.0930E-004,1529.251200,1.2140E-004,1529.251200,7.6980E-005,1529.251200,4.5000E-005,1529.251200,2.7189E000
1529.267680,2.0930E-004,1529.267680,1.2150E-004,1529.267680,7.6980E-005,1529.267680,4.4840E-005,1529.267680,2.7189E000
1529.284160,2.0930E-004,1529.284160,1.2150E-004,1529.284160,7.6930E-005,1529.284160,4.4920E-005,1529.284160,2.7207E000
1529.300640,2.0910E-004,1529.300640,1.2160E-004,1529.300640,7.6960E-005,1529.300640,4.4720E-005,1529.300640,2.7170E000
1529.317120,2.0930E-004,1529.317120,1.2160E-004,1529.317120,7.6980E-005,1529.317120,4.4640E-005,1529.317120,2.7189E000
1529.333600,2.0890E-004,1529.333600,1.2110E-004,1529.333600,7.6940E-005,1529.333600,4.4600E-005,1529.333600,2.7151E000
1529.350080,2.0870E-004,1529.350080,1.2150E-004,1529.350080,7.6940E-005,1529.350080,4.4600E-005,1529.350080,2.7125E000
1529.366560,2.0910E-004,1529.366560,1.2150E-004,1529.366560,7.6930E-005,1529.366560,4.4700E-005,1529.366560,2.7181E000
1529.383040,2.0890E-004,1529.383040,1.2160E-004,1529.383040,7.7080E-005,1529.383040,4.4700E-005,1529.383040,2.7102E000
1529.399520,2.0970E-004,1529.399520,1.2160E-004,1529.399520,7.7020E-005,1529.399520,4.4550E-005,1529.399520,2.7227E000
1529.416000,2.0970E-004,1529.416000,1.2160E-004,1529.416000,7.7100E-005,1529.416000,4.4620E-005,1529.416000,2.7198E000
1529.432480,2.0970E-004,1529.432480,1.2210E-004,1529.432480,7.7430E-005,1529.432480,4.4660E-005,1529.432480,2.7083E000
1529.448960,2.1010E-004,1529.448960,1.2200E-004,1529.448960,7.7220E-005,1529.448960,4.4600E-005,1529.448960,2.7208E000
1529.465440,2.0970E-004,1529.465440,1.2180E-004,1529.465440,7.7280E-005,1529.465440,4.4640E-005,1529.465440,2.7135E000
1529.481920,2.0970E-004,1529.481920,1.2200E-004,1529.481920,7.7470E-005,1529.481920,4.4490E-005,1529.481920,2.7069E000
1529.498400,2.0950E-004,1529.498400,1.2170E-004,1529.498400,7.7220E-005,1529.498400,4.4510E-005,1529.498400,2.7130E000
1529.514880,2.0990E-004,1529.514880,1.2200E-004,1529.514880,7.7280E-005,1529.514880,4.4350E-005,1529.514880,2.7161E000
1529.531360,2.0970E-004,1529.531360,1.2180E-004,1529.531360,7.7260E-005,1529.531360,4.4370E-005,1529.531360,2.7142E000
1529.547840,2.0950E-004,1529.547840,1.2160E-004,1529.547840,7.7300E-005,1529.547840,4.4430E-005,1529.547840,2.7102E000
1529.564320,2.0970E-004,1529.564320,1.2170E-004,1529.564320,7.7080E-005,1529.564320,4.4250E-005,1529.564320,2.7206E000
1529.580800,2.0930E-004,1529.580800,1.2160E-004,1529.580800,7.7080E-005,1529.580800,4.4150E-005,1529.580800,2.7154E000
1529.597280,2.0950E-004,1529.597280,1.2180E-004,1529.597280,7.7180E-005,1529.597280,4.4330E-005,1529.597280,2.7144E000
1529.613760,2.0940E-004,1529.613760,1.2160E-004,1529.613760,7.7320E-005,1529.613760,4.4350E-005,1529.613760,2.7082E000
1529.630240,2.0980E-004,1529.630240,1.2210E-004,1529.630240,7.7380E-005,1529.630240,4.4310E-005,1529.630240,2.7113E000
1529.646720,2.1040E-004,1529.646720,1.2190E-004,1529.646720,7.7470E-005,1529.646720,4.4270E-005,1529.646720,2.7159E000
1529.663200,2.1040E-004,1529.663200,1.2210E-004,1529.663200,7.7490E-005,1529.663200,4.4140E-005,1529.663200,2.7152E000
1529.679680,2.1000E-004,1529.679680,1.2240E-004,1529.679680,7.7530E-005,1529.679680,4.4080E-005,1529.679680,2.7086E000
1529.696160,2.1040E-004,1529.696160,1.2220E-004,1529.696160,7.7750E-005,1529.696160,4.4160E-005,1529.696160,2.7061E000
1529.712640,2.1040E-004,1529.712640,1.2220E-004,1529.712640,7.7610E-005,1529.712640,4.4060E-005,1529.712640,2.7110E000
1529.729120,2.1060E-004,1529.729120,1.2240E-004,1529.729120,7.7690E-005,1529.729120,4.4000E-005,1529.729120,2.7108E000
1529.745600,2.1040E-004,1529.745600,1.2260E-004,1529.745600,7.7690E-005,1529.745600,4.4180E-005,1529.745600,2.7082E000
1529.762080,2.1060E-004,1529.762080,1.2230E-004,1529.762080,7.7490E-005,1529.762080,4.4140E-005,1529.762080,2.7178E000
1529.778560,2.1040E-004,1529.778560,1.2220E-004,1529.778560,7.7510E-005,1529.778560,4.4100E-005,1529.778560,2.7145E000
1529.795040,2.1040E-004,1529.795040,1.2240E-004,1529.795040,7.7750E-005,1529.795040,4.3860E-005,1529.795040,2.7061E000
1529.811520,2.1020E-004,1529.811520,1.2230E-004,1529.811520,7.7470E-005,1529.811520,4.3740E-005,1529.811520,2.7133E000
1529.828000,2.0980E-004,1529.828000,1.2210E-004,1529.828000,7.7550E-005,1529.828000,4.3980E-005,1529.828000,2.7054E000
1529.844480,2.1020E-004,1529.844480,1.2240E-004,1529.844480,7.7530E-005,1529.844480,4.3880E-005,1529.844480,2.7112E000
1529.860960,2.1020E-004,1529.860960,1.2220E-004,1529.860960,7.7380E-005,1529.860960,4.3760E-005,1529.860960,2.7165E000
1529.877440,2.1020E-004,1529.877440,1.2220E-004,1529.877440,7.7490E-005,1529.877440,4.3650E-005,1529.877440,2.7126E000
1529.893920,2.1040E-004,1529.893920,1.2210E-004,1529.893920,7.7450E-005,1529.893920,4.3780E-005,1529.893920,2.7166E000
1529.910400,2.1060E-004,1529.910400,1.2230E-004,1529.910400,7.7670E-005,1529.910400,4.3760E-005,1529.910400,2.7115E000
1529.926880,2.1060E-004,1529.926880,1.2240E-004,1529.926880,7.7890E-005,1529.926880,4.3710E-005,1529.926880,2.7038E000
1529.943360,2.1040E-004,1529.943360,1.2250E-004,1529.943360,7.7750E-005,1529.943360,4.3730E-005,1529.943360,2.7061E000
1529.959840,2.1100E-004,1529.959840,1.2250E-004,1529.959840,7.7890E-005,1529.959840,4.3610E-005,1529.959840,2.7089E000
1529.976320,2.1080E-004,1529.976320,1.2240E-004,1529.976320,7.7910E-005,1529.976320,4.3730E-005,1529.976320,2.7057E000
1529.992800,2.1130E-004,1529.992800,1.2270E-004,1529.992800,7.7960E-005,1529.992800,4.3670E-005,1529.992800,2.7104E000
1530.009280,2.1110E-004,1530.009280,1.2260E-004,1530.009280,7.8000E-005,1530.009280,4.3390E-005,1530.009280,2.7064E000
1530.025760,2.1110E-004,1530.025760,1.2270E-004,1530.025760,7.7790E-005,1530.025760,4.3490E-005,1530.025760,2.7137E000
1530.042240,2.1080E-004,1530.042240,1.2280E-004,1530.042240,7.7750E-005,1530.042240,4.3530E-005,1530.042240,2.7113E000
1530.058720,2.1100E-004,1530.058720,1.2240E-004,1530.058720,7.7890E-005,1530.058720,4.3390E-005,1530.058720,2.7089E000
1530.075200,2.1040E-004,1530.075200,1.2250E-004,1530.075200,7.7490E-005,1530.075200,4.3350E-005,1530.075200,2.7152E000
